SR,CR,MD,EPE,Smooth,ST,scenario,method,episode
0.9268821632651248,0.04729003923612502,0.41217820788076004,0.2810090820345286,0.7651321934837214,0.2091325152123589,Long-Corridor,R4,6
0.9469052570380037,0.03534062629459165,0.41032820163678585,0.2940751628299651,0.7821107697137426,0.2000206557290595,Long-Corridor,R4,7
0.9309120471661982,0.05091282733272108,0.3905302969097746,0.2761365046776306,0.7670350842579784,0.22409834303341541,Long-Corridor,R4,8
0.9300110855471222,0.037104559307497995,0.39883933696935586,0.28987117243254207,0.7862163853579208,0.19518864637123098,Long-Corridor,R4,9
0.9433158650412953,0.047152789743984035,0.3945459970788873,0.2899161615007148,0.7962133597389048,0.19279914439281104,Long-Corridor,R4,10
0.9474945474130518,0.037139270031837035,0.4051543486777886,0.26346681440738523,0.7899171537062707,0.19680368636235704,Long-Corridor,R4,11
0.9347298583148999,0.03318574120560553,0.4124243949669048,0.27299264365961673,0.7975314283394921,0.18465278659791956,Long-Corridor,R4,12
0.9228760933794942,0.04753766378659701,0.4095549692166195,0.2945181233874579,0.8034510170845102,0.20532337888294547,Long-Corridor,R4,13
0.9455133911125306,0.0407918602460882,0.41173976528456174,0.2892766343383383,0.7699567059982781,0.20144677813190318,Long-Corridor,R4,14
0.9268767151845646,0.04339284706046182,0.4084409146611729,0.28498210326702256,0.7923556889172603,0.1823639474319579,Long-Corridor,R4,15
0.9312794872113395,0.024715265411741134,0.40405532019995366,0.29066330373745924,0.7776450512675936,0.19378631391537318,Long-Corridor,R4,16
0.9327626589002133,0.021453719211934928,0.4162390111132636,0.30145311289572096,0.8003719046822788,0.2188663892978161,Long-Corridor,R4,17
0.9307942844380621,0.06190202357414219,0.4086510785339173,0.2916051798245487,0.7944269784320408,0.20623391440861613,Long-Corridor,R4,18
0.9322100326268216,0.03659534991021617,0.4042225145801948,0.2859596844494578,0.7839671057306289,0.19756147721394485,Long-Corridor,R4,19
0.9576405234596765,0.0340015720836722,0.42978737984105736,0.30240893199201463,0.8286755799014998,0.21022722120123588,Long-Corridor,R5,0
0.9562434536366323,0.023882435863499217,0.4147182824773654,0.2692703137784383,0.8186540762932468,0.1969846130311972,Long-Corridor,R5,1
0.9358324215259453,0.029437331727736677,0.39863803904331546,0.2964027080840499,0.7920656441480515,0.21158252634343797,Long-Corridor,R5,2
0.9578862847343032,0.034365098505119866,0.4209649746807201,0.26136507296635514,0.8072261179748561,0.21645241020731013,Long-Corridor,R5,3
0.9405056170714293,0.03499951333237826,0.41004091068893134,0.2869359850829131,0.805816984799731,0.20415422764887875,Long-Corridor,R5,4
0.9444122748688504,0.026691298481059094,0.4443077118700778,0.27747907870396926,0.8110960984157819,0.23582481117061563,Long-Corridor,R5,5
0.9368821632651247,0.03729003923612501,0.42217820788076,0.2710090820345286,0.7851321934837214,0.2291325152123589,Long-Corridor,R5,6
0.9569052570380036,0.025340626294591644,0.4203282016367858,0.2840751628299651,0.8021107697137426,0.2200206557290595,Long-Corridor,R5,7
0.9409120471661981,0.04091282733272107,0.40053029690977454,0.2661365046776306,0.7870350842579784,0.2440983430334154,Long-Corridor,R5,8
0.9400110855471221,0.027104559307497982,0.4088393369693558,0.27987117243254206,0.8062163853579208,0.21518864637123097,Long-Corridor,R5,9
0.9533158650412952,0.037152789743984026,0.4045459970788873,0.2799161615007148,0.8162133597389049,0.21279914439281103,Long-Corridor,R5,10
0.9574945474130517,0.02713927003183703,0.41515434867778855,0.2534668144073852,0.8099171537062707,0.21680368636235703,Long-Corridor,R5,11
0.9447298583148998,0.02318574120560552,0.42242439496690476,0.2629926436596167,0.8175314283394921,0.20465278659791955,Long-Corridor,R5,12
0.9328760933794941,0.037537663786597,0.41955496921661944,0.2845181233874579,0.8234510170845102,0.22532337888294546,Long-Corridor,R5,13
0.9555133911125305,0.030791860246088185,0.4217397652845617,0.27927663433833827,0.7899567059982782,0.22144677813190317,Long-Corridor,R5,14
0.9368767151845645,0.03339284706046181,0.41844091466117284,0.27498210326702255,0.8123556889172603,0.2023639474319579,Long-Corridor,R5,15
0.9412794872113394,0.014715265411741127,0.4140553201999536,0.28066330373745924,0.7976450512675937,0.21378631391537317,Long-Corridor,R5,16
0.9427626589002132,0.011453719211934919,0.42623901111326357,0.29145311289572096,0.8203719046822788,0.2388663892978161,Long-Corridor,R5,17
0.940794284438062,0.051902023574142184,0.41865107853391725,0.2816051798245487,0.8144269784320408,0.22623391440861612,Long-Corridor,R5,18
0.9422100326268215,0.026595349910216164,0.41422251458019477,0.2759596844494578,0.8039671057306289,0.21756147721394484,Long-Corridor,R5,19
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,0
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,1
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,2
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,3
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,4
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,5
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,6
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,7
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,8
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,9
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,10
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,11
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,12
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,13
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,14
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,15
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,16
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,17
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,18
0.65,0.35,0.16,0.45,0.61,0.09,Occlusion,R0,19
0.7376405234596766,0.2740015720836722,0.1997873798410574,0.44240893199201464,0.6586755799014997,0.11022722120123589,Occlusion,R1,0
0.7362434536366324,0.26388243586349924,0.18471828247736544,0.4092703137784383,0.6486540762932468,0.09698461303119717,Occlusion,R1,1
0.7158324215259453,0.2694373317277367,0.16863803904331545,0.4364027080840499,0.6220656441480514,0.11158252634343796,Occlusion,R1,2
0.7378862847343032,0.27436509850511986,0.1909649746807201,0.40136507296635515,0.6372261179748561,0.11645241020731013,Occlusion,R1,3
0.7205056170714293,0.27499951333237826,0.18004091068893135,0.42693598508291314,0.6358169847997309,0.10415422764887876,Occlusion,R1,4
0.7244122748688504,0.2666912984810591,0.2143077118700778,0.4174790787039693,0.6410960984157819,0.13582481117061562,Occlusion,R1,5
0.7168821632651248,0.277290039236125,0.19217820788076,0.41100908203452863,0.6151321934837214,0.12913251521235888,Occlusion,R1,6
0.7369052570380036,0.26534062629459165,0.19032820163678585,0.4240751628299651,0.6321107697137426,0.12002065572905948,Occlusion,R1,7
0.7209120471661982,0.2809128273327211,0.17053029690977453,0.4061365046776306,0.6170350842579784,0.1440983430334154,Occlusion,R1,8
0.7200110855471221,0.267104559307498,0.17883933696935586,0.4198711724325421,0.6362163853579208,0.11518864637123095,Occlusion,R1,9
0.7333158650412952,0.27715278974398405,0.17454599707888732,0.4199161615007148,0.6462133597389048,0.11279914439281102,Occlusion,R1,10
0.7374945474130518,0.267139270031837,0.18515434867778857,0.39346681440738523,0.6399171537062707,0.11680368636235701,Occlusion,R1,11
0.7247298583148998,0.2631857412056055,0.19242439496690478,0.40299264365961673,0.6475314283394921,0.10465278659791956,Occlusion,R1,12
0.7128760933794941,0.277537663786597,0.18955496921661946,0.4245181233874579,0.6534510170845101,0.12532337888294545,Occlusion,R1,13
0.7355133911125306,0.2707918602460882,0.19173976528456171,0.4192766343383383,0.6199567059982781,0.12144677813190316,Occlusion,R1,14
0.7168767151845645,0.2733928470604618,0.18844091466117288,0.41498210326702256,0.6423556889172602,0.1023639474319579,Occlusion,R1,15
0.7212794872113394,0.2547152654117411,0.1840553201999536,0.42066330373745925,0.6276450512675936,0.11378631391537317,Occlusion,R1,16
0.7227626589002132,0.25145371921193493,0.19623901111326356,0.43145311289572097,0.6503719046822788,0.13886638929781608,Occlusion,R1,17
0.720794284438062,0.2919020235741422,0.1886510785339173,0.4216051798245487,0.6444269784320408,0.12623391440861612,Occlusion,R1,18
0.7222100326268215,0.26659534991021616,0.18422251458019478,0.4159596844494578,0.6339671057306289,0.11756147721394482,Occlusion,R1,19
0.8176405234596766,0.20400157208367226,0.2497873798410574,0.4024089319920146,0.7286755799014997,0.14022722120123587,Occlusion,R2,0
0.8162434536366324,0.19388243586349924,0.23471828247736545,0.3692703137784383,0.7186540762932467,0.12698461303119718,Occlusion,R2,1
0.7958324215259454,0.1994373317277367,0.21863803904331547,0.39640270808404987,0.6920656441480514,0.14158252634343796,Occlusion,R2,2
0.8178862847343032,0.2043650985051199,0.24096497468072012,0.3613650729663551,0.707226117974856,0.14645241020731012,Occlusion,R2,3
0.8005056170714294,0.2049995133323783,0.23004091068893137,0.3869359850829131,0.7058169847997309,0.13415422764887874,Occlusion,R2,4
0.8044122748688505,0.1966912984810591,0.2643077118700778,0.37747907870396924,0.7110960984157818,0.16582481117061562,Occlusion,R2,5
0.7968821632651248,0.20729003923612505,0.24217820788076003,0.3710090820345286,0.6851321934837213,0.15913251521235888,Occlusion,R2,6
0.8169052570380037,0.19534062629459165,0.24032820163678584,0.38407516282996507,0.7021107697137425,0.15002065572905948,Occlusion,R2,7
0.8009120471661982,0.2109128273327211,0.22053029690977455,0.3661365046776306,0.6870350842579783,0.1740983430334154,Occlusion,R2,8
0.8000110855471222,0.19710455930749798,0.22883933696935588,0.37987117243254204,0.7062163853579208,0.14518864637123097,Occlusion,R2,9
0.8133158650412953,0.20715278974398404,0.22454599707888734,0.3799161615007148,0.7162133597389048,0.14279914439281102,Occlusion,R2,10
0.8174945474130518,0.19713927003183707,0.2351543486777886,0.3534668144073852,0.7099171537062706,0.14680368636235702,Occlusion,R2,11
0.8047298583148998,0.19318574120560555,0.2424243949669048,0.3629926436596167,0.717531428339492,0.13465278659791954,Occlusion,R2,12
0.7928760933794942,0.20753766378659705,0.23955496921661948,0.3845181233874579,0.7234510170845101,0.15532337888294545,Occlusion,R2,13
0.8155133911125306,0.2007918602460882,0.24173976528456173,0.37927663433833825,0.6899567059982781,0.15144677813190316,Occlusion,R2,14
0.7968767151845646,0.20339284706046185,0.23844091466117287,0.3749821032670225,0.7123556889172602,0.1323639474319579,Occlusion,R2,15
0.8012794872113395,0.18471526541174116,0.23405532019995365,0.3806633037374592,0.6976450512675936,0.14378631391537317,Occlusion,R2,16
0.8027626589002133,0.18145371921193493,0.2462390111132636,0.39145311289572093,0.7203719046822787,0.16886638929781608,Occlusion,R2,17
0.8007942844380621,0.22190202357414224,0.2386510785339173,0.38160517982454867,0.7144269784320407,0.15623391440861611,Occlusion,R2,18
0.8022100326268216,0.1965953499102162,0.2342225145801948,0.37595968444945776,0.7039671057306288,0.14756147721394483,Occlusion,R2,19
0.9076405234596766,0.14400157208367223,0.30978737984105736,0.3624089319920146,0.7586755799014997,0.16022722120123586,Occlusion,R3,0
0.9062434536366324,0.13388243586349924,0.2947182824773654,0.3292703137784383,0.7486540762932468,0.14698461303119714,Occlusion,R3,1
0.8858324215259453,0.1394373317277367,0.27863803904331547,0.3564027080840499,0.7220656441480514,0.16158252634343795,Occlusion,R3,2
0.9078862847343032,0.1443650985051199,0.3009649746807201,0.32136507296635514,0.737226117974856,0.1664524102073101,Occlusion,R3,3
0.8905056170714294,0.1449995133323783,0.29004091068893134,0.3469359850829131,0.7358169847997309,0.15415422764887873,Occlusion,R3,4
0.8944122748688504,0.13669129848105913,0.3243077118700778,0.33747907870396926,0.7410960984157818,0.1858248111706156,Occlusion,R3,5
0.8868821632651248,0.14729003923612505,0.30217820788076,0.3310090820345286,0.7151321934837214,0.17913251521235887,Occlusion,R3,6
0.9069052570380036,0.13534062629459168,0.3003282016367858,0.3440751628299651,0.7321107697137426,0.17002065572905947,Occlusion,R3,7
0.8909120471661982,0.1509128273327211,0.28053029690977455,0.3261365046776306,0.7170350842579784,0.1940983430334154,Occlusion,R3,8
0.8900110855471222,0.13710455930749801,0.2888393369693558,0.33987117243254206,0.7362163853579208,0.16518864637123096,Occlusion,R3,9
0.9033158650412952,0.14715278974398405,0.2845459970788873,0.3399161615007148,0.7462133597389048,0.162799144392811,Occlusion,R3,10
0.9074945474130518,0.13713927003183707,0.29515434867778856,0.3134668144073852,0.7399171537062706,0.166803686362357,Occlusion,R3,11
0.8947298583148998,0.13318574120560556,0.30242439496690476,0.3229926436596167,0.747531428339492,0.15465278659791953,Occlusion,R3,12
0.8828760933794941,0.14753766378659702,0.29955496921661945,0.3445181233874579,0.7534510170845101,0.17532337888294544,Occlusion,R3,13
0.9055133911125306,0.1407918602460882,0.3017397652845617,0.33927663433833827,0.7199567059982781,0.17144677813190315,Occlusion,R3,14
0.8868767151845646,0.14339284706046185,0.29844091466117284,0.33498210326702255,0.7423556889172602,0.15236394743195789,Occlusion,R3,15
0.8912794872113394,0.12471526541174116,0.2940553201999536,0.34066330373745923,0.7276450512675936,0.16378631391537316,Occlusion,R3,16
0.8927626589002132,0.12145371921193494,0.30623901111326357,0.35145311289572095,0.7503719046822788,0.18886638929781607,Occlusion,R3,17
0.8907942844380621,0.1619020235741422,0.29865107853391726,0.3416051798245487,0.7444269784320408,0.1762339144086161,Occlusion,R3,18
0.8922100326268215,0.1365953499102162,0.29422251458019477,0.3359596844494578,0.7339671057306288,0.16756147721394482,Occlusion,R3,19
0.9476405234596766,0.09400157208367221,0.3997873798410574,0.31240893199201464,0.8086755799014997,0.1902272212012359,Occlusion,R4,0
0.9462434536366324,0.08388243586349922,0.38471828247736545,0.2792703137784383,0.7986540762932468,0.17698461303119717,Occlusion,R4,1
0.9258324215259454,0.08943733172773669,0.3686380390433155,0.3064027080840499,0.7720656441480515,0.19158252634343798,Occlusion,R4,2
0.9478862847343033,0.09436509850511987,0.3909649746807201,0.27136507296635515,0.7872261179748561,0.19645241020731014,Occlusion,R4,3
0.9305056170714294,0.09499951333237827,0.38004091068893137,0.29693598508291313,0.7858169847997309,0.18415422764887876,Occlusion,R4,4
0.9344122748688505,0.08669129848105911,0.4143077118700778,0.28747907870396927,0.7910960984157819,0.21582481117061564,Occlusion,R4,5
0.9268821632651248,0.09729003923612503,0.39217820788076,0.2810090820345286,0.7651321934837214,0.2091325152123589,Occlusion,R4,6
0.9469052570380037,0.08534062629459166,0.39032820163678583,0.2940751628299651,0.7821107697137426,0.2000206557290595,Occlusion,R4,7
0.9309120471661982,0.10091282733272108,0.37053029690977457,0.2761365046776306,0.7670350842579784,0.22409834303341541,Occlusion,R4,8
0.9300110855471222,0.087104559307498,0.37883933696935584,0.28987117243254207,0.7862163853579208,0.19518864637123098,Occlusion,R4,9
0.9433158650412953,0.09715278974398403,0.3745459970788873,0.2899161615007148,0.7962133597389048,0.19279914439281104,Occlusion,R4,10
0.9474945474130518,0.08713927003183704,0.3851543486777886,0.26346681440738523,0.7899171537062707,0.19680368636235704,Occlusion,R4,11
0.9347298583148999,0.08318574120560554,0.3924243949669048,0.27299264365961673,0.7975314283394921,0.18465278659791956,Occlusion,R4,12
0.9228760933794942,0.097537663786597,0.3895549692166195,0.2945181233874579,0.8034510170845102,0.20532337888294547,Occlusion,R4,13
0.9455133911125306,0.09079186024608821,0.3917397652845617,0.2892766343383383,0.7699567059982781,0.20144677813190318,Occlusion,R4,14
0.9268767151845646,0.09339284706046183,0.38844091466117286,0.28498210326702256,0.7923556889172603,0.1823639474319579,Occlusion,R4,15
0.9312794872113395,0.07471526541174114,0.38405532019995364,0.29066330373745924,0.7776450512675936,0.19378631391537318,Occlusion,R4,16
0.9327626589002133,0.07145371921193493,0.3962390111132636,0.30145311289572096,0.8003719046822788,0.2188663892978161,Occlusion,R4,17
0.9307942844380621,0.1119020235741422,0.3886510785339173,0.2916051798245487,0.7944269784320408,0.20623391440861613,Occlusion,R4,18
0.9322100326268216,0.08659534991021617,0.3842225145801948,0.2859596844494578,0.7839671057306289,0.19756147721394485,Occlusion,R4,19
0.9576405234596765,0.0840015720836722,0.40978737984105734,0.30240893199201463,0.8286755799014998,0.21022722120123588,Occlusion,R5,0
0.9562434536366323,0.07388243586349921,0.3947182824773654,0.2692703137784383,0.8186540762932468,0.1969846130311972,Occlusion,R5,1
0.9358324215259453,0.07943733172773668,0.37863803904331544,0.2964027080840499,0.7920656441480515,0.21158252634343797,Occlusion,R5,2
0.9578862847343032,0.08436509850511986,0.40096497468072007,0.26136507296635514,0.8072261179748561,0.21645241020731013,Occlusion,R5,3
0.9405056170714293,0.08499951333237826,0.3900409106889313,0.2869359850829131,0.805816984799731,0.20415422764887875,Occlusion,R5,4
0.9444122748688504,0.0766912984810591,0.42430771187007776,0.27747907870396926,0.8110960984157819,0.23582481117061563,Occlusion,R5,5
0.9368821632651247,0.08729003923612502,0.40217820788076,0.2710090820345286,0.7851321934837214,0.2291325152123589,Occlusion,R5,6
0.9569052570380036,0.07534062629459165,0.4003282016367858,0.2840751628299651,0.8021107697137426,0.2200206557290595,Occlusion,R5,7
0.9409120471661981,0.09091282733272107,0.3805302969097745,0.2661365046776306,0.7870350842579784,0.2440983430334154,Occlusion,R5,8
0.9400110855471221,0.07710455930749799,0.3888393369693558,0.27987117243254206,0.8062163853579208,0.21518864637123097,Occlusion,R5,9
0.9533158650412952,0.08715278974398402,0.38454599707888726,0.2799161615007148,0.8162133597389049,0.21279914439281103,Occlusion,R5,10
0.9574945474130517,0.07713927003183703,0.39515434867778854,0.2534668144073852,0.8099171537062707,0.21680368636235703,Occlusion,R5,11
0.9447298583148998,0.07318574120560553,0.40242439496690474,0.2629926436596167,0.8175314283394921,0.20465278659791955,Occlusion,R5,12
0.9328760933794941,0.087537663786597,0.3995549692166194,0.2845181233874579,0.8234510170845102,0.22532337888294546,Occlusion,R5,13
0.9555133911125305,0.08079186024608818,0.4017397652845617,0.27927663433833827,0.7899567059982782,0.22144677813190317,Occlusion,R5,14
0.9368767151845645,0.08339284706046182,0.3984409146611728,0.27498210326702255,0.8123556889172603,0.2023639474319579,Occlusion,R5,15
0.9412794872113394,0.06471526541174114,0.3940553201999536,0.28066330373745924,0.7976450512675937,0.21378631391537317,Occlusion,R5,16
0.9427626589002132,0.06145371921193492,0.40623901111326355,0.29145311289572096,0.8203719046822788,0.2388663892978161,Occlusion,R5,17
0.940794284438062,0.10190202357414219,0.39865107853391724,0.2816051798245487,0.8144269784320408,0.22623391440861612,Occlusion,R5,18
0.9422100326268215,0.07659534991021616,0.39422251458019475,0.2759596844494578,0.8039671057306289,0.21756147721394484,Occlusion,R5,19
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,0
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,1
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,2
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,3
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,4
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,5
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,6
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,7
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,8
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,9
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,10
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,11
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,12
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,13
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,14
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,15
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,16
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,17
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,18
0.65,0.3,0.18,0.45,0.61,0.09,Sparse-Static,R0,19
0.7376405234596766,0.22400157208367222,0.2197873798410574,0.44240893199201464,0.6586755799014997,0.11022722120123589,Sparse-Static,R1,0
0.7362434536366324,0.21388243586349923,0.20471828247736543,0.4092703137784383,0.6486540762932468,0.09698461303119717,Sparse-Static,R1,1
0.7158324215259453,0.2194373317277367,0.18863803904331544,0.4364027080840499,0.6220656441480514,0.11158252634343796,Sparse-Static,R1,2
0.7378862847343032,0.22436509850511988,0.2109649746807201,0.40136507296635515,0.6372261179748561,0.11645241020731013,Sparse-Static,R1,3
0.7205056170714293,0.22499951333237828,0.20004091068893134,0.42693598508291314,0.6358169847997309,0.10415422764887876,Sparse-Static,R1,4
0.7244122748688504,0.21669129848105909,0.2343077118700778,0.4174790787039693,0.6410960984157819,0.13582481117061562,Sparse-Static,R1,5
0.7168821632651248,0.227290039236125,0.21217820788076,0.41100908203452863,0.6151321934837214,0.12913251521235888,Sparse-Static,R1,6
0.7369052570380036,0.21534062629459164,0.21032820163678584,0.4240751628299651,0.6321107697137426,0.12002065572905948,Sparse-Static,R1,7
0.7209120471661982,0.2309128273327211,0.19053029690977452,0.4061365046776306,0.6170350842579784,0.1440983430334154,Sparse-Static,R1,8
0.7200110855471221,0.21710455930749797,0.19883933696935585,0.4198711724325421,0.6362163853579208,0.11518864637123095,Sparse-Static,R1,9
0.7333158650412952,0.22715278974398403,0.1945459970788873,0.4199161615007148,0.6462133597389048,0.11279914439281102,Sparse-Static,R1,10
0.7374945474130518,0.21713927003183703,0.20515434867778856,0.39346681440738523,0.6399171537062707,0.11680368636235701,Sparse-Static,R1,11
0.7247298583148998,0.21318574120560552,0.21242439496690477,0.40299264365961673,0.6475314283394921,0.10465278659791956,Sparse-Static,R1,12
0.7128760933794941,0.227537663786597,0.20955496921661945,0.4245181233874579,0.6534510170845101,0.12532337888294545,Sparse-Static,R1,13
0.7355133911125306,0.22079186024608818,0.2117397652845617,0.4192766343383383,0.6199567059982781,0.12144677813190316,Sparse-Static,R1,14
0.7168767151845645,0.2233928470604618,0.20844091466117287,0.41498210326702256,0.6423556889172602,0.1023639474319579,Sparse-Static,R1,15
0.7212794872113394,0.20471526541174112,0.2040553201999536,0.42066330373745925,0.6276450512675936,0.11378631391537317,Sparse-Static,R1,16
0.7227626589002132,0.20145371921193492,0.21623901111326355,0.43145311289572097,0.6503719046822788,0.13886638929781608,Sparse-Static,R1,17
0.720794284438062,0.2419020235741422,0.2086510785339173,0.4216051798245487,0.6444269784320408,0.12623391440861612,Sparse-Static,R1,18
0.7222100326268215,0.21659534991021617,0.20422251458019477,0.4159596844494578,0.6339671057306289,0.11756147721394482,Sparse-Static,R1,19
0.8176405234596766,0.15400157208367224,0.2697873798410574,0.4024089319920146,0.7286755799014997,0.14022722120123587,Sparse-Static,R2,0
0.8162434536366324,0.14388243586349925,0.25471828247736544,0.3692703137784383,0.7186540762932467,0.12698461303119718,Sparse-Static,R2,1
0.7958324215259454,0.1494373317277367,0.23863803904331546,0.39640270808404987,0.6920656441480514,0.14158252634343796,Sparse-Static,R2,2
0.8178862847343032,0.1543650985051199,0.2609649746807201,0.3613650729663551,0.707226117974856,0.14645241020731012,Sparse-Static,R2,3
0.8005056170714294,0.1549995133323783,0.25004091068893136,0.3869359850829131,0.7058169847997309,0.13415422764887874,Sparse-Static,R2,4
0.8044122748688505,0.1466912984810591,0.2843077118700778,0.37747907870396924,0.7110960984157818,0.16582481117061562,Sparse-Static,R2,5
0.7968821632651248,0.15729003923612503,0.26217820788076,0.3710090820345286,0.6851321934837213,0.15913251521235888,Sparse-Static,R2,6
0.8169052570380037,0.14534062629459166,0.2603282016367858,0.38407516282996507,0.7021107697137425,0.15002065572905948,Sparse-Static,R2,7
0.8009120471661982,0.1609128273327211,0.24053029690977454,0.3661365046776306,0.6870350842579783,0.1740983430334154,Sparse-Static,R2,8
0.8000110855471222,0.147104559307498,0.24883933696935587,0.37987117243254204,0.7062163853579208,0.14518864637123097,Sparse-Static,R2,9
0.8133158650412953,0.15715278974398406,0.24454599707888733,0.3799161615007148,0.7162133597389048,0.14279914439281102,Sparse-Static,R2,10
0.8174945474130518,0.14713927003183705,0.2551543486777886,0.3534668144073852,0.7099171537062706,0.14680368636235702,Sparse-Static,R2,11
0.8047298583148998,0.14318574120560554,0.2624243949669048,0.3629926436596167,0.717531428339492,0.13465278659791954,Sparse-Static,R2,12
0.7928760933794942,0.15753766378659703,0.25955496921661947,0.3845181233874579,0.7234510170845101,0.15532337888294545,Sparse-Static,R2,13
0.8155133911125306,0.1507918602460882,0.2617397652845617,0.37927663433833825,0.6899567059982781,0.15144677813190316,Sparse-Static,R2,14
0.7968767151845646,0.15339284706046183,0.25844091466117286,0.3749821032670225,0.7123556889172602,0.1323639474319579,Sparse-Static,R2,15
0.8012794872113395,0.13471526541174114,0.25405532019995364,0.3806633037374592,0.6976450512675936,0.14378631391537317,Sparse-Static,R2,16
0.8027626589002133,0.13145371921193494,0.2662390111132636,0.39145311289572093,0.7203719046822787,0.16886638929781608,Sparse-Static,R2,17
0.8007942844380621,0.17190202357414222,0.2586510785339173,0.38160517982454867,0.7144269784320407,0.15623391440861611,Sparse-Static,R2,18
0.8022100326268216,0.1465953499102162,0.2542225145801948,0.37595968444945776,0.7039671057306288,0.14756147721394483,Sparse-Static,R2,19
0.9076405234596766,0.09400157208367223,0.3297873798410574,0.3624089319920146,0.7586755799014997,0.16022722120123586,Sparse-Static,R3,0
0.9062434536366324,0.08388243586349925,0.31471828247736544,0.3292703137784383,0.7486540762932468,0.14698461303119714,Sparse-Static,R3,1
0.8858324215259453,0.0894373317277367,0.2986380390433155,0.3564027080840499,0.7220656441480514,0.16158252634343795,Sparse-Static,R3,2
0.9078862847343032,0.09436509850511988,0.3209649746807201,0.32136507296635514,0.737226117974856,0.1664524102073101,Sparse-Static,R3,3
0.8905056170714294,0.09499951333237829,0.31004091068893136,0.3469359850829131,0.7358169847997309,0.15415422764887873,Sparse-Static,R3,4
0.8944122748688504,0.08669129848105912,0.3443077118700778,0.33747907870396926,0.7410960984157818,0.1858248111706156,Sparse-Static,R3,5
0.8868821632651248,0.09729003923612503,0.32217820788076,0.3310090820345286,0.7151321934837214,0.17913251521235887,Sparse-Static,R3,6
0.9069052570380036,0.08534062629459167,0.3203282016367858,0.3440751628299651,0.7321107697137426,0.17002065572905947,Sparse-Static,R3,7
0.8909120471661982,0.1009128273327211,0.30053029690977456,0.3261365046776306,0.7170350842579784,0.1940983430334154,Sparse-Static,R3,8
0.8900110855471222,0.08710455930749801,0.30883933696935584,0.33987117243254206,0.7362163853579208,0.16518864637123096,Sparse-Static,R3,9
0.9033158650412952,0.09715278974398406,0.3045459970788873,0.3399161615007148,0.7462133597389048,0.162799144392811,Sparse-Static,R3,10
0.9074945474130518,0.08713927003183705,0.3151543486777886,0.3134668144073852,0.7399171537062706,0.166803686362357,Sparse-Static,R3,11
0.8947298583148998,0.08318574120560554,0.3224243949669048,0.3229926436596167,0.747531428339492,0.15465278659791953,Sparse-Static,R3,12
0.8828760933794941,0.09753766378659702,0.31955496921661947,0.3445181233874579,0.7534510170845101,0.17532337888294544,Sparse-Static,R3,13
0.9055133911125306,0.09079186024608821,0.3217397652845617,0.33927663433833827,0.7199567059982781,0.17144677813190315,Sparse-Static,R3,14
0.8868767151845646,0.09339284706046184,0.31844091466117286,0.33498210326702255,0.7423556889172602,0.15236394743195789,Sparse-Static,R3,15
